"customer_unique_id","customer_city","customer_state","first_order_date","recent_order_date","recency_days","first_order_review_score","potential_recovery_value","total_lifetime_orders","recovery_priority"
"75a8083e27e7af87d890db460e048efa",navegantes,Santa Catarina,2017-11-21,2017-11-21,286,5.00,2031.47,1,Medium Priority: Lapsed One-Time
b8b32554df7a612f3aefb40b44653a4d,sao paulo,São Paulo,2017-11-17,2017-11-17,290,5.00,2028.75,1,Medium Priority: Lapsed One-Time
"0bc62798218b7ebd8849210c509efe1d",belo horizonte,Minas Gerais,2017-12-10,2017-12-10,267,5.00,2027.65,1,Medium Priority: Lapsed One-Time
ee10b948f421cd32fab5283f814d0b78,guarulhos,São Paulo,2017-04-01,2017-04-01,520,5.00,2027.16,1,Medium Priority: Lapsed One-Time
"1d4ef611a25dabe55d41c22881c14fb0",piracicaba,São Paulo,2017-10-11,2017-10-11,327,4.00,2023.58,1,Medium Priority: Lapsed One-Time
a3331aa44b50207a2f580848a07f0a6f,piracicaba,São Paulo,2017-10-09,2017-10-09,329,4.00,2023.58,1,Medium Priority: Lapsed One-Time
"7c82b91749355c6daebaada73da54e2e",trindade do sul,Rio Grande do Sul,2017-01-27,2017-01-27,584,5.00,2023.00,1,Medium Priority: Lapsed One-Time
"527f7f3237fb1397c459701bc765b6f0",escada,Pernambuco,2017-05-11,2017-05-11,480,5.00,2017.08,1,Medium Priority: Lapsed One-Time
"237beb4b0ae00c80268b9b894ed3f65a",mandaguari,Paraná,2018-02-26,2018-02-26,189,5.00,1981.22,1,Medium Priority: Lapsed One-Time
e09ede1057212120a291c4fa1f832c63,sao paulo,São Paulo,2017-03-22,2017-03-22,530,5.00,1966.91,1,Medium Priority: Lapsed One-Time
a1bd814d14be56675c1201a1a28a6e64,juiz de fora,Minas Gerais,2017-09-13,2017-09-13,355,4.00,1963.97,1,Medium Priority: Lapsed One-Time
"69b2b29382af03e03e486ad307a76000",porto alegre,Rio Grande do Sul,2017-01-29,2017-01-29,582,5.00,1961.00,1,Medium Priority: Lapsed One-Time
e650a740f366df1d65e17eeda8cccb43,petrolina,Pernambuco,2017-05-07,2017-05-07,484,5.00,1944.86,1,Medium Priority: Lapsed One-Time
"3a205021b542565ebf170c0ec55783d9",varzea grande,Mato Grosso,2017-08-01,2017-08-01,398,4.00,1942.60,1,Medium Priority: Lapsed One-Time
"9b661514ad84d0489ac73d9e24cbf169",arapiraca,Alagoas,2017-09-03,2017-09-03,365,4.00,1942.00,1,Medium Priority: Lapsed One-Time
"9410c05c403cf6b73c071fa50c8ae641",birigui,São Paulo,2017-06-19,2017-06-19,441,5.00,1938.74,1,Medium Priority: Lapsed One-Time
b8ca2e14188d8a3ebd2da5dfccb5725d,embu das artes,São Paulo,2017-09-16,2017-09-16,352,5.00,1936.50,1,Medium Priority: Lapsed One-Time
"5a7881e38b4a49918a70658e1dd42a09",sao paulo,São Paulo,2017-02-28,2017-02-28,552,4.00,1936.27,1,Medium Priority: Lapsed One-Time
d77f9e20bf24f723cb3d4472a1d1b837,sao paulo,São Paulo,2017-05-23,2017-05-23,468,5.00,1925.81,1,Medium Priority: Lapsed One-Time
cef29e793e232d30250331804cdb7000,belo horizonte,Minas Gerais,2017-03-09,2018-01-18,228,5.00,1906.68,3,High Priority: Lapsed Loyal
"9df040be9d7656d4c912b62472bfcf05",mogi das cruzes,São Paulo,2017-05-07,2017-05-07,484,5.00,1901.62,1,Medium Priority: Lapsed One-Time
"66ec2bc0802dd4fa439e49dcfcf813b6",sape,Paraíba,2018-01-07,2018-01-07,239,5.00,1898.27,1,Medium Priority: Lapsed One-Time
"336e748851ceb9da362d2d5e0b2f4b85",feira de santana,Bahia,2017-12-07,2017-12-07,270,5.00,1894.41,1,Medium Priority: Lapsed One-Time
"7e1dc025d12dd45046852917926fbd2e",rio de janeiro,Rio de Janeiro,2017-05-31,2017-05-31,460,5.00,1878.39,1,Medium Priority: Lapsed One-Time
"94bbded6a4ac8a3dd9887f99861bf608",sao paulo,São Paulo,2017-08-18,2017-08-18,381,5.00,1877.84,1,Medium Priority: Lapsed One-Time
"196fb9c6acb3d8e681f6691d596a21fb",rio de janeiro,Rio de Janeiro,2018-01-24,2018-01-24,222,5.00,1872.26,1,Medium Priority: Lapsed One-Time
"23841d4abf4583dec7773f3bd2fe267d",manaus,Amazonas,2018-01-26,2018-01-26,220,4.00,1853.75,1,Medium Priority: Lapsed One-Time
"15fbc48df691e0ad51b0cf30d86392a2",sao paulo,São Paulo,2017-01-26,2017-01-26,585,5.00,1837.16,1,Medium Priority: Lapsed One-Time
"35dac57557b3ffbf2f231d3c1483fde1",santana de parnaiba,São Paulo,2018-02-11,2018-02-11,204,5.00,1830.90,1,Medium Priority: Lapsed One-Time
"604b4fd4dd22b3811eca8c2d4f1f63c5",rio de janeiro,Rio de Janeiro,2017-06-04,2017-06-04,456,4.00,1830.12,1,Medium Priority: Lapsed One-Time
d61c923fff01b0e448672a2159ed5757,uberlandia,Minas Gerais,2017-05-22,2017-05-22,469,4.00,1826.34,1,Medium Priority: Lapsed One-Time
"0326524848da9311350236471586bd61",bauru,São Paulo,2017-03-01,2017-03-01,551,5.00,1826.07,1,Medium Priority: Lapsed One-Time
"0adb59a4ec552b5ea48414b79861e292",feliz,Rio Grande do Sul,2018-02-18,2018-02-18,197,4.00,1817.54,1,Medium Priority: Lapsed One-Time
bf31713750139aba4c36772dc9459f44,castilho,São Paulo,2017-11-14,2017-11-14,293,5.00,1812.33,1,Medium Priority: Lapsed One-Time
"798c34ffa9047399853eab8ca7c0b9a0",lavras,Minas Gerais,2017-12-04,2017-12-04,273,4.00,1812.19,2,High Priority: Lapsed Loyal
"6d3c02f03efc71b44d52999fc95fc86e",pires do rio,Goiás,2017-03-23,2017-03-23,529,4.00,1810.50,1,Medium Priority: Lapsed One-Time
"6e47014313b6b80ef3dd44568083862e",barueri,São Paulo,2017-04-26,2017-04-26,495,5.00,1806.68,1,Medium Priority: Lapsed One-Time
"280bf653e57167086c1a8ffd18b03ab1",caieiras,São Paulo,2017-03-31,2017-03-31,521,5.00,1793.23,1,Medium Priority: Lapsed One-Time
"26ad70987fa3435c6279b8c3a5f4980c",quata,São Paulo,2017-10-06,2017-10-06,332,5.00,1787.72,1,Medium Priority: Lapsed One-Time
"9cde2485320efdd065a76233a3612623",missal,Paraná,2017-12-12,2017-12-12,265,5.00,1783.70,1,Medium Priority: Lapsed One-Time
"4550984876a4424451525c6854a996d4",sao paulo,São Paulo,2017-02-12,2017-02-12,568,5.00,1782.55,1,Medium Priority: Lapsed One-Time
"85b483b4f7f7bb9fe94d3ece0a3cab93",santos,São Paulo,2018-01-22,2018-01-22,224,5.00,1778.01,1,Medium Priority: Lapsed One-Time
d3bf48abdd573e74110b3e79d7b07ed1,aparecida de goiania,Goiás,2017-09-02,2017-09-02,366,5.00,1770.72,1,Medium Priority: Lapsed One-Time
ac507528f385811a6feb0e3e1fe0afad,timoteo,Minas Gerais,2017-09-28,2017-09-28,340,5.00,1761.64,1,Medium Priority: Lapsed One-Time
cd89e1b4b06880d8ea145f4b3da8e4a5,criciuma,Santa Catarina,2017-05-06,2017-05-06,485,5.00,1757.41,1,Medium Priority: Lapsed One-Time
"9770456b4233cdf2363287ca2295650a",rio das ostras,Rio de Janeiro,2017-11-14,2017-11-14,293,4.00,1755.35,1,Medium Priority: Lapsed One-Time
"7da11710b7b7aeebec5c91a6057c9969",jundiai,São Paulo,2017-10-01,2017-10-01,337,4.00,1755.21,1,Medium Priority: Lapsed One-Time
"10811ce4adce690edaf95b2e8eb3845a",sao paulo,São Paulo,2018-03-06,2018-03-06,181,4.00,1736.30,1,Medium Priority: Lapsed One-Time
"2c32247bb780398fedc970dfa0832e25",lucas do rio verde,Mato Grosso,2017-07-05,2017-07-05,425,5.00,1733.34,1,Medium Priority: Lapsed One-Time
"4e284eec447afc7c7d56adeda4bba178",artur nogueira,São Paulo,2017-09-13,2017-09-13,355,5.00,1730.04,1,Medium Priority: Lapsed One-Time
"132f423dc424a05048538d51a18301d2",lagoa santa,Minas Gerais,2018-02-26,2018-02-26,189,5.00,1725.64,1,Medium Priority: Lapsed One-Time
f94b83157ce2162d5eabd54f242d6065,santa cruz do sul,Rio Grande do Sul,2017-10-27,2017-10-27,311,5.00,1714.02,1,Medium Priority: Lapsed One-Time
d233f180804b66001abae78d15d37d10,nova iguacu,Rio de Janeiro,2017-10-04,2017-10-04,334,5.00,1710.18,1,Medium Priority: Lapsed One-Time
"92fb5b65fbbdfe7d8e55e53e0af5a971",rio de janeiro,Rio de Janeiro,2017-05-27,2017-05-27,464,5.00,1697.45,1,Medium Priority: Lapsed One-Time
"598338796239e698c67fb95bc368de07",vitoria da conquista,Bahia,2018-02-03,2018-02-03,212,5.00,1693.31,1,Medium Priority: Lapsed One-Time
"923c196bd8ad794e9d13679e356c43df",sao paulo,São Paulo,2017-09-14,2017-09-14,354,5.00,1690.95,1,Medium Priority: Lapsed One-Time
b8521fd4a5dbdf907f969af459a46838,niteroi,Rio de Janeiro,2017-04-29,2017-04-29,492,4.00,1679.63,1,Medium Priority: Lapsed One-Time
c169c9937db997a267f749cdd64c161f,curitiba,Paraná,2017-05-09,2017-05-09,482,5.00,1675.68,2,High Priority: Lapsed Loyal
ff0e4a6f3114ad1d211b885159bf1eb2,sao paulo,São Paulo,2017-04-01,2017-04-01,520,5.00,1672.67,1,Medium Priority: Lapsed One-Time
ba3f35c1ecbfcbac6854edf5ffcc198d,itabira,Minas Gerais,2017-09-03,2017-09-03,365,5.00,1659.85,1,Medium Priority: Lapsed One-Time
"3d16d54112c57c93d5bfaf6b395b3f0f",divinopolis,Minas Gerais,2017-09-18,2017-09-18,350,5.00,1658.70,1,Medium Priority: Lapsed One-Time
"9fca9eeea062d51882419081f80ba5e2",ferraz de vasconcelos,São Paulo,2017-04-07,2017-04-07,514,5.00,1657.57,1,Medium Priority: Lapsed One-Time
"0b8f48c242246419f92b6c43b0165010",ananindeua,Pará,2017-11-06,2017-11-06,301,5.00,1657.11,1,Medium Priority: Lapsed One-Time
cb6224938ef72376e7f5183777032fea,bauru,São Paulo,2017-09-25,2017-09-25,343,5.00,1653.60,1,Medium Priority: Lapsed One-Time
"67d859ff554d120ac0826e97df1175d1",londrina,Paraná,2017-10-01,2017-10-01,337,4.00,1653.60,1,Medium Priority: Lapsed One-Time
bdd88e5f6a6810d95baef27f2f6055fe,praia grande,São Paulo,2017-10-03,2017-10-03,335,5.00,1653.60,1,Medium Priority: Lapsed One-Time
"99f125422e3e42df876a689e8e217798",balneario camboriu,Santa Catarina,2017-09-30,2017-09-30,338,5.00,1653.60,1,Medium Priority: Lapsed One-Time
"3d16152c514410c047904cd433439892",maragogi,Alagoas,2017-08-20,2017-08-20,379,5.00,1650.56,1,Medium Priority: Lapsed One-Time
d1aef037cd06ae9e8018d05efd0ed17a,taio,Santa Catarina,2017-03-14,2017-03-14,538,5.00,1648.64,1,Medium Priority: Lapsed One-Time
"0a8ddbf973510e50bdbfd4300dd90385",guarulhos,São Paulo,2017-07-05,2017-07-05,425,5.00,1644.57,1,Medium Priority: Lapsed One-Time
"67031f3c7bc5f28dd7b6344294b4ffec",loreto,Maranhão,2017-10-05,2017-10-05,333,5.00,1643.64,1,Medium Priority: Lapsed One-Time
"36d7df3b5d8326ec792859208e53ac93",rio de janeiro,Rio de Janeiro,2017-11-16,2017-11-16,291,4.00,1642.11,1,Medium Priority: Lapsed One-Time
b0ee09a612abb2a24044216adc08b665,embu-guacu,São Paulo,2017-09-27,2017-09-27,341,4.00,1640.60,1,Medium Priority: Lapsed One-Time
"29a553dd8a1a0a22d1ee92263463abe9",nova iguacu,Rio de Janeiro,2017-10-07,2017-10-07,331,5.00,1635.64,1,Medium Priority: Lapsed One-Time
fa03405c1fce3650144d97158b4b1849,brasilia,Distrito Federal,2017-09-28,2017-09-28,340,5.00,1635.64,1,Medium Priority: Lapsed One-Time
"13d04f61bea0332b8d69918a99e7fb22",rio grande,Rio Grande do Sul,2018-02-05,2018-02-05,210,5.00,1635.51,1,Medium Priority: Lapsed One-Time
"81238d4299b66d04234593c4a832773e",salvador,Bahia,2017-07-18,2017-07-18,412,5.00,1629.33,1,Medium Priority: Lapsed One-Time
d184e6edddcb1c912ebed8bb8491fc85,curitiba,Paraná,2018-02-05,2018-02-05,210,5.00,1628.60,1,Medium Priority: Lapsed One-Time
f6e8b25c5a0d2fc779a3415df14b2f88,ipira,Bahia,2017-10-05,2017-10-05,333,5.00,1627.84,1,Medium Priority: Lapsed One-Time
ffba9f9dff87b05e310ecc46c8591044,tailandia,Pará,2017-02-27,2017-02-27,553,5.00,1626.83,1,Medium Priority: Lapsed One-Time
b5d5805f04ae037ef5de0d12fbed7bab,rio de janeiro,Rio de Janeiro,2017-08-21,2017-08-21,378,5.00,1617.84,1,Medium Priority: Lapsed One-Time
"650f945256ea49b526cede6f2dbb89a9",aparecida do taboado,Mato Grosso do Sul,2017-10-16,2017-10-16,322,5.00,1605.14,1,Medium Priority: Lapsed One-Time
"856cfe0bdb5bc7fad4061781400c54da",campo grande,Mato Grosso do Sul,2017-10-03,2017-10-03,335,4.00,1605.14,1,Medium Priority: Lapsed One-Time
"43df16fc8bbc0499aa6bf4e582dfbb66",rondonopolis,Mato Grosso,2017-09-07,2017-09-07,361,5.00,1603.25,1,Medium Priority: Lapsed One-Time
f0d3389b217aa61b5a66744ddd694cc3,sao paulo,São Paulo,2018-03-05,2018-03-05,182,5.00,1603.08,1,Medium Priority: Lapsed One-Time
"262f884f74980c0ad26fcaab579a3294",guarulhos,São Paulo,2017-09-07,2017-09-07,361,5.00,1590.25,1,Medium Priority: Lapsed One-Time
"8b20a60ae8a273e444118d6e8a7c3627",taiobeiras,Minas Gerais,2018-02-20,2018-02-20,195,5.00,1584.96,1,Medium Priority: Lapsed One-Time
"057dbb60927c6bc5bf3ca3f2f23e447f",petrolina,Pernambuco,2017-09-12,2017-09-12,356,5.00,1583.71,1,Medium Priority: Lapsed One-Time
"5eb539db8bad2407b71782f1d55a4826",belo horizonte,Minas Gerais,2017-04-06,2017-04-06,515,4.00,1575.05,1,Medium Priority: Lapsed One-Time
"1b3033b0a47ab66dfbe6607550bfe38d",tucurui,Pará,2017-12-20,2017-12-20,257,5.00,1564.07,1,Medium Priority: Lapsed One-Time
"71c99dc35fee93881af2d5a1edb24442",rio de janeiro,Rio de Janeiro,2018-02-26,2018-02-26,189,5.00,1555.23,1,Medium Priority: Lapsed One-Time
"0f5ac8d5c31de21d2f25e24be15bbffb",uniao da vitoria,Paraná,2017-11-23,2017-11-27,280,5.00,1544.82,2,High Priority: Lapsed Loyal
"4b3bb0581e463066eed601f1991b4f16",sao paulo,São Paulo,2017-05-15,2017-05-15,476,5.00,1535.22,1,Medium Priority: Lapsed One-Time
"6b2af0e98d36916cbc15761bf6048220",ibitita,Bahia,2017-03-03,2017-03-03,549,5.00,1534.58,1,Medium Priority: Lapsed One-Time
"0cfb94f148a3f7b02123e6f64e6674f6",boa esperanca,Rio de Janeiro,2018-01-17,2018-01-17,229,4.00,1527.51,1,Medium Priority: Lapsed One-Time
caadc9a4b4dfe30f56f399821b71c6c3,braganca paulista,São Paulo,2017-11-02,2017-11-02,305,4.00,1526.26,1,Medium Priority: Lapsed One-Time
"7e251bdcd9072568271fe5b5b824b6be",rio de janeiro,Rio de Janeiro,2017-09-03,2017-09-03,365,5.00,1524.24,1,Medium Priority: Lapsed One-Time
b11b06cfbbd108f99b4ffa44e865b1f9,sao paulo,São Paulo,2017-11-26,2017-11-26,281,5.00,1517.70,1,Medium Priority: Lapsed One-Time
"8091550abd9ca29ba409a70cb640af4a",rio de janeiro,Rio de Janeiro,2017-05-30,2017-05-30,461,5.00,1504.61,1,Medium Priority: Lapsed One-Time
"7fa6d33a71471ecc658fc9557bba75d9",patos de minas,Minas Gerais,2018-01-22,2018-01-22,224,5.00,1499.87,1,Medium Priority: Lapsed One-Time
f5ae59564b848fb10564d9fe4a478465,brasilia,Distrito Federal,2017-12-25,2017-12-25,252,4.00,1493.45,1,Medium Priority: Lapsed One-Time
"0f5f758216c397ef8237f5d1e236e9b8",antonina,Paraná,2017-10-31,2017-10-31,307,4.00,1489.47,1,Medium Priority: Lapsed One-Time
"9b5427f064283ebd4f23ee679e223555",belo horizonte,Minas Gerais,2017-04-17,2017-04-17,504,5.00,1488.14,1,Medium Priority: Lapsed One-Time
"76cef8c0830232a6298b50d60153fb6c",rio de janeiro,Rio de Janeiro,2017-11-03,2017-11-03,304,5.00,1485.31,1,Medium Priority: Lapsed One-Time
b248c92ec54199bedb1d603e0e6f98c6,botucatu,São Paulo,2017-11-24,2018-02-21,194,5.00,1483.26,2,High Priority: Lapsed Loyal
"7a44821edf14b2b2ef3ffb2c6e837e5b",macapa,Amapá,2017-10-24,2017-10-24,314,5.00,1482.42,1,Medium Priority: Lapsed One-Time
b0e6870a2c0f7a96e18c84c02da14f94,belem,Pará,2017-03-17,2017-03-17,535,5.00,1481.03,1,Medium Priority: Lapsed One-Time
fc360164eb368b0eb12c1d5eb2bf5e0d,ipatinga,Minas Gerais,2017-11-02,2017-11-02,305,5.00,1479.51,1,Medium Priority: Lapsed One-Time
bfb1a102e6fe99d83c5e78e58370a8de,periquito,Minas Gerais,2017-11-02,2017-11-02,305,5.00,1479.51,1,Medium Priority: Lapsed One-Time
ae06b0187a99aaeb5e845b9638936e7d,bacabal,Maranhão,2017-10-30,2017-10-30,308,5.00,1479.51,1,Medium Priority: Lapsed One-Time
"739209d88340a09d4f6d29cc809daa67",almenara,Minas Gerais,2017-10-10,2017-10-10,328,5.00,1479.51,1,Medium Priority: Lapsed One-Time
"5a0b87c34f674cb92d999d2a37096227",patos de minas,Minas Gerais,2017-10-22,2017-10-22,316,5.00,1479.51,1,Medium Priority: Lapsed One-Time
ce8c3a9189899cfa9882c8992bf2838f,belem,Pará,2017-12-27,2017-12-27,250,5.00,1476.80,1,Medium Priority: Lapsed One-Time
